,recency,history_segment,history,mens,womens,zip_code,newbie,channel,treatment,target
16738,2,2,277.06,1,0,1,1,0,0,0
16739,3,4,527.26,1,0,0,1,1,1,0
16740,5,2,237.58,0,1,2,0,2,1,1
16741,6,0,65.62,1,0,1,0,2,0,1
16742,11,3,442.67,0,1,1,0,0,1,0
16743,11,0,84.11,0,1,0,1,2,0,0
16744,11,0,42.08,0,1,2,1,1,0,1
16745,8,0,42.95,0,1,0,0,1,0,0
16746,6,1,176.42,1,0,2,1,2,1,1
16747,4,0,42.63,0,1,1,0,2,0,0
16748,1,2,230.8,1,0,2,0,2,0,0
16749,1,2,226.42,0,1,0,0,1,0,0
16750,9,0,63.3,0,1,2,0,2,0,0
16751,5,4,689.27,1,0,0,1,1,0,1
16752,10,1,154.87,1,0,0,1,1,1,0
16753,7,4,500.28,1,0,1,1,0,0,0
16754,2,2,259.02,1,1,1,1,2,0,0
16755,3,2,320.12,1,0,1,0,1,0,0
16756,10,0,34.79,0,1,0,0,1,0,1
16757,3,0,96.07,1,0,2,1,1,0,0
16758,7,2,212.2,1,0,0,1,0,0,0
16759,4,3,448.75,0,1,1,0,0,0,1
16760,3,2,292.05,1,0,0,1,2,1,0
16761,11,5,768.99,1,0,0,1,1,0,1
16762,6,1,112.2,0,1,2,1,1,0,0
16763,4,3,463.05,1,0,0,0,1,0,0
16764,10,3,368.09,0,1,0,0,1,0,0
16765,9,0,59.16,1,0,1,1,1,1,0
16766,1,2,285.15,0,1,1,1,2,0,0
16767,3,0,90.34,0,1,1,0,2,1,0
16768,1,2,251.61,1,0,0,0,2,0,1
16769,2,3,405.67,0,1,1,0,2,1,0
16770,5,0,49.16,1,0,0,1,2,1,0
16771,2,4,614.19,1,1,1,1,1,0,1
16772,3,0,89.58,0,1,1,1,2,0,1
16773,7,0,85.35,1,0,2,0,2,0,0
16774,1,3,396.65,1,1,1,0,2,1,0
16775,6,3,473.62,1,0,1,1,0,1,0
16776,3,3,463.07,0,1,0,1,1,1,0
16777,8,2,323.71,0,1,2,0,1,1,0
16778,5,2,259.82,1,0,1,0,2,0,0
16779,6,3,391.98,1,0,0,1,1,1,0
16780,4,1,155.42,0,1,0,1,2,1,0
16781,1,2,285.99,1,0,1,1,1,0,0
16782,9,1,116.63,0,1,1,0,1,1,0
16783,5,0,53.35,1,0,1,0,2,0,0
16784,10,0,50.4,0,1,1,0,2,0,1
16785,8,1,133.38,1,0,2,1,1,0,0
16786,3,0,84.58,1,0,0,1,1,0,0
16787,2,1,140.94,0,1,0,1,1,0,1
16788,3,2,225.23,0,1,0,1,1,0,0
16789,7,6,1395.8,1,1,1,1,1,0,1
16790,3,0,63.62,0,1,1,0,1,0,0
16791,1,3,480.66,1,1,1,1,1,1,1
16792,1,2,287.87,0,1,1,0,1,1,0
16793,7,1,192.93,1,0,0,1,2,0,0
16794,11,0,66.49,0,1,1,0,1,1,0
16795,6,0,86.95,0,1,0,0,2,0,0
16796,5,0,40.36,0,1,1,1,2,0,0
16797,11,0,98.54,1,0,1,0,2,0,0
16798,3,2,218.45,1,0,2,1,2,1,0
16799,1,0,38.7,1,0,1,0,2,0,0
16800,10,3,424.08,0,1,0,1,0,1,0
16801,5,2,304.78,1,1,2,0,1,0,1
16802,10,0,45.39,0,1,1,0,1,1,0
16803,1,4,653.37,1,1,0,1,2,1,0
16804,6,0,74.42,0,1,2,0,2,0,0
16805,8,2,247.7,1,0,1,0,0,0,0
16806,11,0,57.12,1,0,1,1,2,0,0
16807,8,2,296.49,0,1,0,0,2,1,1
16808,10,0,42.0,1,0,0,0,2,0,0
16809,2,1,134.68,1,0,0,1,1,0,0
16810,3,4,720.57,0,1,0,1,2,1,0
16811,8,2,220.02,0,1,0,0,2,1,0
16812,5,2,200.96,1,0,1,1,2,0,0
16813,1,6,1273.8,0,1,1,1,2,1,0
16814,11,2,297.11,1,1,1,0,1,0,0
16815,8,2,313.33,1,1,1,0,1,1,0
16816,10,4,566.93,0,1,2,1,0,0,0
16817,2,0,44.24,0,1,1,1,1,0,0
16818,10,2,201.53,0,1,1,0,1,0,0
16819,1,1,152.31,0,1,2,0,2,0,0
16820,3,0,29.99,1,0,2,1,1,1,0
16821,6,1,159.17,0,1,1,0,1,0,0
16822,5,1,132.94,1,0,0,1,1,1,0
16823,8,1,118.27,0,1,0,1,1,1,0
16824,7,1,170.99,0,1,0,0,1,0,0
16825,11,2,319.47,1,0,0,0,2,0,0
16826,4,2,313.06,0,1,0,0,1,0,0
16827,4,0,94.67,1,0,1,0,2,1,0
16828,8,1,171.88,1,0,0,0,1,1,0
16829,5,0,49.59,0,1,1,0,2,1,0
16830,6,0,88.2,0,1,1,1,1,0,0
16831,10,2,319.0,0,1,1,0,1,1,0
16832,8,0,39.55,0,1,1,1,1,0,0
16833,12,1,103.34,1,0,1,1,2,0,0
16834,6,0,54.48,1,0,2,1,1,0,0
16835,2,3,498.21,1,0,1,1,2,1,0
16836,12,0,79.82,1,0,2,0,1,0,0
16837,9,0,59.97,1,0,1,0,2,0,1
16838,1,3,350.35,1,0,1,0,0,0,1
16839,2,3,487.25,0,1,1,0,2,0,0
16840,5,0,78.83,1,0,1,1,2,1,0
16841,5,4,505.36,1,1,0,1,2,0,0
16842,7,1,146.96,1,0,1,1,1,0,0
16843,8,3,416.27,1,1,0,1,1,1,0
16844,6,0,38.4,0,1,1,0,1,0,1
16845,9,1,115.25,0,1,2,1,1,0,1
16846,8,0,64.41,0,1,0,0,2,0,0
16847,5,5,828.14,1,1,1,1,0,1,1
16848,4,1,100.81,1,0,1,1,1,0,0
16849,4,3,359.5,0,1,2,0,2,1,0
16850,10,0,95.64,1,0,1,0,1,0,0
16851,2,3,415.21,1,0,0,0,0,0,0
16852,9,2,245.79,0,1,1,0,1,1,1
16853,10,0,46.12,0,1,1,1,2,0,0
16854,4,0,64.59,1,0,0,1,2,0,0
16855,1,5,911.82,1,1,1,1,1,1,1
16856,1,1,140.74,0,1,0,1,2,0,0
16857,1,1,161.37,0,1,1,0,2,0,0
16858,3,1,152.85,1,0,0,0,2,0,0
16859,6,0,44.19,0,1,0,0,1,1,0
16860,10,1,108.2,0,1,1,0,2,0,1
16861,4,0,87.5,1,0,1,1,2,1,0
16862,11,4,562.47,1,0,0,1,2,0,0
16863,11,2,255.9,0,1,2,0,2,0,0
16864,9,0,44.22,1,0,0,0,2,0,0
16865,2,2,295.75,1,0,0,1,2,0,0
16866,1,0,29.99,0,1,2,0,1,0,0
16867,3,1,136.82,0,1,2,1,2,1,0
16868,3,0,86.4,1,0,1,1,1,0,0
16869,2,0,45.99,1,0,2,1,1,1,0
16870,1,2,252.84,0,1,0,0,1,1,0
16871,3,0,50.17,0,1,0,0,2,1,0
16872,4,1,188.08,1,0,1,1,1,0,1
16873,2,3,489.97,1,0,1,0,1,0,0
16874,1,4,705.66,0,1,1,1,1,1,0
16875,11,1,134.11,1,0,1,1,2,1,0
16876,2,5,846.69,1,1,2,1,0,0,1
16877,2,2,271.9,1,1,2,1,0,0,0
16878,1,4,728.6,1,1,0,1,2,0,0
16879,3,1,137.72,0,1,0,1,2,0,1
16880,1,1,144.52,1,0,0,0,1,0,0
16881,4,2,241.57,1,0,1,0,2,1,1
16882,5,2,217.23,1,0,1,0,2,1,0
16883,4,3,455.52,1,1,2,0,1,1,0
16884,9,2,315.97,0,1,1,0,0,1,0
16885,10,2,320.57,0,1,1,0,2,1,0
16886,11,0,39.23,1,0,1,0,2,0,0
16887,10,4,686.45,1,1,1,1,0,0,0
16888,1,2,266.08,1,0,0,1,2,0,0
16889,6,0,94.89,0,1,1,0,2,1,0
16890,3,2,348.04,1,0,0,0,2,0,1
16891,12,1,162.32,1,0,1,1,2,1,0
16892,2,2,213.86,1,0,0,0,2,0,0
16893,2,0,63.81,1,0,0,1,1,1,0
16894,9,3,388.43,1,0,0,1,1,1,0
16895,3,0,50.02,0,1,2,0,2,1,1
16896,2,2,232.51,0,1,2,0,2,0,0
16897,8,1,120.23,1,0,1,0,2,0,1
16898,5,6,1034.5,0,1,1,1,0,1,1
16899,12,1,112.62,0,1,0,1,2,0,0
16900,12,0,49.6,1,0,0,0,2,1,0
16901,1,4,670.67,1,0,0,1,1,0,0
16902,4,2,211.97,1,1,1,0,1,0,0
16903,10,0,86.9,1,0,1,1,1,0,0
16904,8,2,289.95,0,1,1,1,0,1,1
16905,10,0,35.69,0,1,1,0,2,0,0
16906,6,0,29.99,0,1,2,0,2,1,0
16907,5,2,295.59,0,1,1,1,2,0,0
16908,9,0,53.34,1,0,1,0,2,0,1
16909,5,2,310.45,0,1,2,0,2,0,0
16910,3,4,525.95,1,1,0,1,1,0,0
16911,9,1,143.5,1,0,1,1,2,0,0
16912,1,6,1564.99,1,0,1,1,2,1,0
16913,4,0,60.28,1,0,0,0,1,0,0
16914,3,0,30.74,1,0,2,1,1,0,0
16915,12,0,52.15,1,0,0,1,2,0,0
16916,7,3,443.58,1,0,1,1,0,1,0
16917,7,1,187.49,0,1,1,1,1,0,0
16918,5,0,48.0,0,1,1,1,2,1,0
16919,6,3,365.91,1,0,1,0,2,0,0
16920,2,2,244.79,0,1,1,0,1,0,0
16921,9,2,218.13,1,1,0,0,2,0,0
16922,10,1,170.63,1,0,0,0,2,0,0
16923,2,2,269.11,0,1,0,1,1,1,1
16924,3,1,156.07,1,0,0,1,1,0,0
16925,1,5,998.73,1,0,1,1,2,0,1
16926,6,0,87.83,1,0,1,1,1,0,0
16927,10,0,86.83,0,1,0,0,1,0,0
16928,2,0,83.82,1,0,2,0,1,0,1
16929,4,2,210.55,1,0,1,0,2,0,0
16930,11,0,30.29,1,0,0,0,2,0,0
16931,9,2,212.31,1,1,2,1,2,0,0
16932,10,1,160.89,1,0,2,1,1,0,0
16933,1,6,1169.46,0,1,0,1,0,0,0
16934,2,2,288.91,1,1,1,0,1,0,0
16935,3,3,370.41,0,1,2,0,2,1,1
16936,7,0,79.02,1,0,1,1,1,1,0
16937,1,0,40.38,0,1,1,0,1,0,0
16938,8,4,568.48,0,1,0,1,2,0,0
16939,9,2,242.52,1,1,0,0,2,0,0
16940,6,2,286.23,1,0,1,1,2,0,0
16941,8,1,122.73,1,0,2,1,1,0,0
16942,7,0,64.72,1,0,1,1,1,0,0
16943,5,0,56.21,1,0,1,1,1,0,1
16944,1,2,207.26,0,1,0,1,0,0,0
16945,1,4,725.8,1,1,2,1,2,1,0
16946,2,6,1005.18,1,1,0,1,2,0,1
16947,6,0,29.99,1,0,2,1,1,1,0
16948,4,2,311.04,1,0,1,0,2,0,0
16949,3,2,264.43,1,0,2,1,1,0,0
16950,8,1,183.27,1,0,1,0,2,1,0
16951,10,1,159.89,0,1,1,1,1,1,0
16952,5,1,179.14,1,0,0,0,2,0,0
16953,9,1,171.43,0,1,2,0,2,0,0
16954,1,3,365.71,1,0,2,1,2,1,1
16955,7,0,55.64,1,0,0,1,1,0,0
16956,4,2,310.01,1,1,2,0,1,0,1
16957,9,0,40.19,0,1,1,0,1,1,0
16958,8,1,161.8,1,0,1,0,1,0,0
16959,1,0,56.1,1,0,2,1,1,0,0
16960,2,4,564.88,1,0,2,1,0,0,0
16961,5,0,77.31,0,1,1,0,1,1,0
16962,2,2,335.07,0,1,0,0,1,0,0
16963,10,0,42.72,1,0,1,1,1,0,0
16964,11,2,312.65,0,1,0,0,2,0,0
16965,2,2,301.94,0,1,0,0,2,0,0
16966,11,1,166.47,0,1,0,1,2,0,0
16967,3,4,749.79,0,1,2,1,1,1,0
16968,11,0,86.89,1,0,1,0,1,0,0
16969,1,1,122.13,0,1,2,0,1,0,0
16970,9,0,44.9,0,1,1,0,2,0,0
16971,9,0,94.66,1,0,1,0,2,0,1
16972,3,4,502.12,1,1,1,1,0,1,0
16973,9,2,335.03,1,1,0,0,1,0,0
16974,7,5,767.03,1,1,1,1,1,0,0
16975,3,5,838.86,0,1,0,1,2,1,0
16976,3,1,186.24,0,1,0,0,2,0,0
16977,6,2,234.61,1,0,0,1,2,1,0
16978,3,0,79.71,1,0,0,0,2,1,0
16979,3,2,266.31,1,1,1,0,1,1,0
16980,8,1,138.89,1,0,1,0,2,1,0
16981,9,0,30.27,1,0,0,0,1,0,0
16982,2,0,29.99,0,1,0,1,1,0,1
16983,8,2,290.05,1,0,1,1,0,0,0
16984,2,3,389.66,0,1,0,0,2,0,0
16985,11,2,200.88,0,1,2,0,0,0,0
16986,4,5,773.28,0,1,1,1,1,1,0
16987,4,3,374.56,0,1,1,0,1,0,0
16988,5,4,528.6,1,1,0,1,2,0,1
16989,1,2,308.67,1,0,1,0,2,0,0
16990,12,0,29.99,0,1,0,0,2,0,1
16991,12,0,67.24,0,1,0,0,1,0,0
16992,3,2,321.85,1,0,0,0,1,1,1
16993,9,1,117.05,1,0,1,1,1,1,0
16994,5,2,266.08,0,1,0,0,2,0,1
16995,3,2,272.66,0,1,0,1,1,0,1
16996,6,1,170.45,0,1,1,0,2,0,0
16997,1,1,162.87,0,1,2,1,2,1,1
16998,7,0,81.31,1,0,1,0,1,0,0
16999,3,1,158.03,0,1,1,1,1,0,1
17000,7,1,116.26,0,1,0,0,2,1,0
17001,3,1,134.67,0,1,1,1,1,0,0
17002,3,3,490.23,1,0,0,0,2,0,0
17003,11,1,192.11,0,1,0,0,2,1,0
17004,12,2,208.21,0,1,1,1,0,0,0
17005,2,3,486.96,0,1,1,0,2,0,1
17006,7,3,355.09,0,1,1,0,0,1,0
17007,5,2,280.58,1,1,0,0,1,1,0
17008,2,0,71.84,0,1,1,1,2,0,0
17009,6,0,60.66,0,1,1,1,1,1,1
17010,9,1,176.33,1,0,1,1,2,1,0
17011,10,0,59.71,0,1,0,0,1,0,0
17012,1,0,67.99,1,0,0,0,1,1,0
17013,9,3,470.56,1,0,0,1,2,0,0
17014,1,1,145.56,1,0,1,1,2,0,0
17015,10,4,575.43,1,0,1,1,1,0,0
17016,11,2,338.59,1,0,1,1,1,1,0
17017,3,2,232.88,0,1,1,0,2,1,1
17018,10,5,978.73,1,1,0,1,1,1,0
17019,3,1,158.95,1,0,0,1,2,0,0
17020,10,2,264.25,0,1,0,1,1,0,0
17021,8,1,192.69,0,1,0,0,2,1,0
17022,6,0,91.11,0,1,1,0,2,0,0
17023,6,1,178.1,1,0,1,1,2,0,0
17024,3,5,821.54,1,0,1,1,2,1,0
17025,10,3,363.79,0,1,1,0,0,0,0
17026,6,1,151.32,1,0,1,1,2,0,0
17027,4,3,468.43,0,1,1,1,0,0,0
17028,1,0,52.17,1,0,1,0,2,1,0
17029,4,3,474.97,1,1,0,1,1,0,1
17030,5,0,88.31,1,0,1,1,1,0,0
17031,1,3,388.61,0,1,0,0,0,1,1
17032,4,1,108.06,1,0,0,1,1,0,0
17033,6,1,127.92,0,1,2,0,1,1,0
17034,2,4,659.89,0,1,1,1,1,0,0
17035,3,2,294.94,1,0,1,1,1,1,0
17036,6,3,476.37,0,1,1,0,1,0,0
17037,3,4,680.0,1,1,1,1,1,0,0
17038,8,4,613.08,0,1,0,1,1,0,0
17039,10,1,149.18,0,1,1,0,2,1,0
17040,9,2,218.4,1,0,0,0,0,0,0
17041,9,2,290.33,1,0,0,0,2,1,0
17042,6,0,36.44,1,0,1,0,2,0,0
17043,9,0,37.08,1,0,2,0,1,0,0
17044,1,4,514.95,0,1,0,1,2,1,0
17045,6,3,416.3,1,0,1,0,0,1,0
17046,2,5,935.05,1,1,1,1,2,0,0
17047,2,2,227.89,1,0,1,0,2,1,0
17048,10,0,67.72,0,1,1,1,1,0,0
17049,2,3,351.59,1,0,1,0,1,1,0
17050,2,0,37.11,1,0,0,1,2,0,0
17051,5,1,194.77,0,1,1,0,1,0,0
17052,5,1,169.09,1,0,0,0,1,0,0
17053,1,0,64.84,1,0,1,1,1,0,0
17054,6,4,593.09,1,1,1,1,1,0,0
17055,12,5,825.36,0,1,0,1,0,0,0
17056,2,0,89.83,1,0,0,1,1,0,0
17057,7,3,416.37,1,1,0,0,1,1,0
17058,9,0,74.21,1,0,0,0,2,0,0
17059,9,2,212.59,1,0,0,1,1,0,0
17060,2,0,36.63,0,1,2,1,2,0,1
17061,10,0,69.11,1,0,1,1,1,1,0
17062,1,3,479.54,1,0,2,0,1,0,1
17063,7,3,424.04,0,1,2,0,0,1,0
17064,10,1,115.56,0,1,0,0,1,0,0
17065,8,0,68.19,0,1,1,1,1,1,0
17066,11,0,35.06,0,1,1,0,1,0,0
17067,9,0,33.18,0,1,1,1,2,0,0
17068,11,0,69.47,1,0,0,0,1,0,1
17069,4,0,39.57,1,0,1,0,2,0,0
17070,10,0,52.4,0,1,1,1,1,1,0
17071,10,0,84.14,0,1,0,0,1,1,1
17072,8,1,139.97,1,0,2,0,2,0,0
17073,8,4,564.7,1,1,2,1,1,0,0
17074,2,3,482.35,1,0,2,0,0,0,0
17075,2,1,182.86,0,1,1,0,2,1,1
17076,5,1,147.17,0,1,1,1,2,1,0
17077,3,5,755.94,1,1,1,1,2,0,0
17078,5,2,204.08,0,1,0,0,0,0,0
17079,6,1,143.6,1,0,1,1,2,1,1
17080,4,1,167.88,1,0,0,0,2,1,0
17081,3,0,55.34,1,0,0,1,1,0,0
17082,4,3,499.91,1,0,1,0,0,0,0
17083,1,6,1544.76,1,1,1,1,2,0,1
17084,10,1,108.58,1,0,0,1,2,0,0
17085,11,4,560.62,1,0,1,1,0,0,0
17086,1,0,71.57,0,1,1,1,1,0,0
17087,9,1,163.51,0,1,1,0,1,0,0
17088,1,3,424.77,1,0,1,0,2,0,1
17089,4,3,415.23,1,0,1,0,1,0,0
17090,3,4,565.68,1,1,1,1,2,0,0
17091,1,6,1305.74,0,1,1,1,0,0,0
17092,9,2,205.01,1,0,0,1,1,1,0
17093,1,1,165.52,0,1,1,1,1,1,0
17094,9,0,52.57,0,1,1,1,1,1,0
17095,1,2,267.2,1,1,0,0,0,0,0
17096,9,2,207.68,0,1,1,0,1,0,0
17097,6,2,203.93,1,1,0,0,1,0,0
17098,10,1,174.99,0,1,1,0,1,1,1
17099,1,2,303.82,1,0,1,0,1,1,0
17100,2,4,721.64,1,1,0,1,2,0,1
17101,4,0,63.47,1,0,1,1,2,1,0
17102,1,0,78.24,1,0,2,0,1,0,0
17103,2,2,317.71,1,0,1,0,1,0,0
17104,1,1,127.3,0,1,1,0,2,1,1
17105,5,1,104.23,1,0,0,0,2,1,0
17106,2,0,91.18,0,1,1,1,2,0,0
17107,11,1,162.01,1,0,1,1,2,1,0
17108,9,1,151.14,1,0,1,0,1,0,1
17109,4,1,109.61,0,1,0,1,1,0,0
17110,3,5,876.64,1,0,0,1,2,1,0
17111,11,1,113.03,1,0,0,1,1,1,0
17112,2,1,143.82,1,0,1,0,2,0,0
17113,9,2,232.0,0,1,2,1,2,1,0
17114,11,0,70.76,1,0,1,0,2,0,0
17115,10,0,75.7,1,0,2,0,1,0,1
17116,2,2,210.72,1,0,0,1,1,0,0
17117,8,0,49.4,1,0,2,1,1,0,0
17118,6,1,183.02,1,0,1,0,2,0,0
17119,2,1,154.68,1,0,0,0,2,0,0
17120,9,2,294.48,0,1,2,1,2,0,0
17121,2,4,582.03,0,1,0,1,0,0,0
17122,7,0,76.59,0,1,1,1,1,1,0
17123,1,6,1794.13,1,0,1,1,2,0,0
17124,6,5,791.78,1,1,0,1,2,1,0
17125,2,4,663.23,1,1,2,1,0,0,0
17126,7,1,161.22,1,0,0,0,1,0,0
17127,8,1,113.35,1,0,2,0,2,0,0
17128,12,2,293.57,1,0,1,0,0,0,0
17129,1,1,117.71,1,0,1,1,2,0,0
17130,11,1,131.07,0,1,0,1,1,0,0
17131,1,4,557.94,1,0,0,1,2,1,0
17132,10,0,35.4,0,1,1,0,1,0,0
17133,5,1,182.82,1,0,0,0,2,0,0
17134,2,2,323.46,0,1,0,0,1,0,1
17135,6,0,29.99,0,1,0,0,1,1,0
17136,2,1,168.98,0,1,1,1,1,0,0
17137,1,0,64.39,0,1,2,1,1,0,1
17138,1,2,341.32,1,1,0,0,2,0,1
17139,7,2,235.93,1,1,0,1,1,0,0
17140,1,1,183.54,0,1,1,0,2,1,0
17141,11,2,337.09,1,1,0,1,0,1,0
17142,9,0,29.99,0,1,1,0,1,1,1
17143,2,2,227.76,0,1,1,0,1,1,1
17144,4,1,104.31,0,1,1,1,2,1,1
17145,4,0,65.94,1,0,1,1,1,1,0
17146,2,2,231.48,1,0,1,1,2,0,0
17147,9,0,76.31,0,1,1,1,1,1,0
17148,6,3,393.89,1,0,0,1,1,0,0
17149,8,1,163.2,1,0,1,0,2,0,0
17150,10,1,192.78,1,0,2,1,2,0,0
17151,9,4,625.06,0,1,1,1,2,0,0
17152,9,0,68.18,1,0,1,1,2,0,0
17153,1,1,108.53,1,0,0,1,2,1,0
17154,1,4,680.37,1,0,1,1,0,0,0
17155,1,1,110.22,0,1,1,0,1,0,0
17156,4,0,36.95,1,0,0,1,2,0,0
17157,12,1,184.0,0,1,1,0,1,1,0
17158,5,0,43.75,0,1,1,1,2,0,0
17159,4,3,356.18,0,1,1,0,1,0,0
17160,7,2,319.64,1,0,1,1,2,0,0
17161,6,3,365.92,1,1,0,0,2,0,1
17162,7,0,98.81,1,0,1,1,1,1,0
17163,2,6,1022.76,1,0,1,1,0,0,0
17164,6,4,575.64,1,1,1,1,0,0,1
17165,2,2,295.85,0,1,0,0,2,0,0
17166,2,0,77.1,1,0,1,1,1,1,0
17167,4,4,517.34,0,1,1,1,2,0,0
17168,3,1,173.44,1,0,0,0,1,0,0
17169,5,1,145.36,0,1,2,0,2,0,0
17170,6,1,132.38,0,1,0,0,2,0,0
17171,4,2,338.51,1,0,0,1,2,1,0
17172,1,2,222.91,1,0,2,1,2,1,0
17173,6,2,248.8,0,1,1,1,2,0,0
17174,10,2,338.06,1,0,2,0,1,1,1
17175,9,0,35.84,0,1,0,0,1,1,0
17176,5,0,84.4,0,1,1,0,2,0,0
17177,2,2,281.11,0,1,0,0,2,1,0
17178,9,2,252.88,0,1,0,0,1,0,0
17179,11,2,299.06,1,0,2,1,2,1,0
17180,5,0,48.95,0,1,1,1,1,1,0
17181,10,0,77.27,0,1,1,0,2,1,1
17182,10,0,52.39,0,1,2,0,1,0,0
17183,3,6,1777.78,1,1,0,1,1,0,0
17184,1,5,945.29,1,1,1,1,0,1,0
17185,2,2,268.42,1,1,0,1,2,0,1
17186,1,0,35.1,0,1,2,0,1,0,1
17187,10,4,693.71,1,0,0,1,0,0,0
17188,1,1,115.68,1,0,1,0,2,0,0
17189,10,0,81.64,0,1,1,0,2,0,0
17190,4,1,130.15,0,1,0,1,2,0,0
17191,5,2,342.97,0,1,2,1,0,0,0
17192,9,2,275.04,1,0,2,1,1,1,1
17193,8,2,217.97,1,0,2,0,0,0,0
17194,10,2,275.43,0,1,0,0,2,0,0
17195,5,3,422.36,0,1,1,0,2,0,0
17196,9,5,820.22,1,1,0,1,0,0,1
17197,2,2,238.45,0,1,0,1,2,0,0
17198,3,4,547.86,0,1,0,1,0,1,0
17199,11,0,54.1,0,1,0,1,1,0,0
17200,2,0,47.09,0,1,0,0,1,1,0
17201,2,5,885.01,1,1,1,1,1,0,0
17202,7,0,63.47,1,0,1,1,1,0,0
17203,6,0,37.07,1,0,1,0,1,0,0
17204,4,5,774.59,0,1,2,1,0,0,1
17205,6,0,94.62,1,0,0,0,2,1,0
17206,11,1,167.21,1,0,0,0,2,1,0
17207,5,2,344.6,1,0,0,0,2,1,0
17208,10,3,361.14,0,1,0,1,1,0,0
17209,1,4,651.22,0,1,2,1,1,0,0
17210,2,6,1480.71,0,1,2,1,0,1,0
17211,3,2,311.56,0,1,0,0,0,1,0
17212,11,0,93.93,1,0,0,1,2,0,0
17213,10,0,89.18,0,1,1,0,2,0,0
17214,9,1,105.41,0,1,2,0,1,0,0
17215,11,0,81.69,0,1,0,0,1,1,0
17216,2,0,68.79,1,0,1,0,1,0,1
17217,6,0,87.47,1,0,1,0,1,0,0
17218,6,2,254.41,1,0,2,1,2,0,0
17219,2,2,216.72,0,1,0,1,0,0,0
17220,2,1,167.08,0,1,1,1,1,1,0
17221,8,2,318.14,1,1,2,1,2,0,0
17222,3,2,200.23,1,0,0,0,1,0,0
17223,9,1,163.16,1,0,1,0,1,0,0
17224,3,1,102.04,1,0,1,0,1,0,0
17225,9,3,455.89,0,1,2,0,2,0,1
17226,12,0,97.56,1,0,1,0,2,0,0
17227,1,1,127.05,1,0,0,0,2,0,0
17228,5,0,38.31,1,0,0,0,1,0,0
17229,10,1,108.6,1,0,1,1,1,1,0
17230,9,0,54.92,1,0,1,0,2,0,0
17231,2,2,256.09,1,0,0,1,0,0,0
17232,2,1,124.73,0,1,2,0,2,1,1
17233,8,4,579.34,1,0,1,1,1,0,0
17234,6,5,884.54,0,1,0,1,2,1,0
17235,9,0,99.89,0,1,1,1,2,0,0
17236,2,1,102.24,0,1,1,1,2,0,0
17237,4,5,857.03,0,1,1,1,2,0,0
17238,4,5,896.44,0,1,0,1,0,0,0
17239,7,1,195.93,0,1,0,0,2,0,0
17240,2,2,341.82,1,0,1,0,0,1,0
17241,2,1,107.01,1,0,1,1,1,0,0
17242,5,3,368.63,1,0,0,0,1,0,0
17243,2,0,52.52,1,0,0,1,1,0,0
17244,1,3,366.71,0,1,2,0,2,1,0
17245,1,1,147.7,1,0,0,0,1,1,1
17246,2,1,185.73,1,0,0,1,2,0,0
17247,3,0,95.87,0,1,1,1,1,1,1
17248,10,0,94.86,0,1,0,0,1,0,0
17249,12,2,226.72,1,1,1,0,1,1,0
17250,3,1,145.75,0,1,1,0,1,0,0
17251,1,2,340.16,1,1,1,0,1,0,1
17252,7,1,122.54,0,1,0,0,2,0,0
17253,1,1,102.53,0,1,1,1,2,0,0
17254,2,2,336.86,1,0,2,0,1,0,1
17255,9,4,623.13,1,1,2,1,2,0,0
17256,9,4,539.76,0,1,0,1,2,1,0
17257,1,0,75.28,0,1,0,1,2,1,0
17258,5,4,622.86,1,1,0,1,2,1,0
17259,7,4,639.22,1,1,2,1,1,0,0
17260,6,1,110.31,0,1,1,1,2,0,0
17261,2,0,52.86,0,1,1,1,1,0,0
17262,6,3,454.35,0,1,1,0,0,0,1
17263,2,1,139.69,1,0,1,1,2,0,0
17264,4,1,156.49,1,0,0,1,1,1,0
17265,2,0,60.05,0,1,1,0,1,0,1
17266,10,4,660.8,1,0,0,1,1,0,0
17267,2,0,53.76,1,0,0,0,1,0,0
17268,11,1,131.38,0,1,0,1,1,0,0
17269,4,0,65.67,0,1,1,0,1,0,0
17270,10,1,134.08,0,1,1,1,1,1,0
17271,1,2,315.62,1,0,0,0,2,1,0
17272,5,2,349.47,1,0,0,1,1,1,0
17273,8,1,197.63,1,0,1,1,1,1,0
17274,8,0,87.56,0,1,0,1,2,1,0
17275,10,2,204.59,1,0,0,0,1,1,0
17276,3,2,212.28,1,0,2,0,1,0,0
17277,1,2,348.96,0,1,0,1,1,1,0
17278,1,1,145.14,1,0,2,1,2,1,0
17279,7,3,454.72,0,1,0,0,1,1,0
17280,10,4,537.89,1,1,1,1,0,0,0
17281,12,0,62.66,0,1,1,0,1,0,1
17282,10,0,61.57,0,1,0,0,1,0,1
17283,4,1,157.82,1,0,1,0,2,1,0
17284,12,0,55.85,0,1,1,1,1,0,0
17285,4,3,438.7,0,1,1,0,1,0,0
17286,1,1,196.89,1,0,0,1,2,1,0
17287,5,1,197.27,1,0,1,1,1,0,0
17288,4,1,117.83,1,0,0,0,2,1,0
17289,4,0,90.72,0,1,0,1,2,0,1
17290,3,1,185.35,0,1,1,0,1,0,0
17291,1,0,45.08,0,1,1,0,1,0,0
17292,1,4,592.96,1,1,0,1,1,1,0
17293,9,2,223.48,0,1,0,1,1,1,0
17294,1,1,123.69,1,0,0,0,1,0,0
17295,8,1,105.55,1,0,0,0,2,0,1
